geo,time,population,demand,price,search_spend,search_impressions,social_spend,social_impressions,video_spend,video_impressions,revenue
Region 4,2025-03-03,280000,1.23760304,0.94813059,1149.48042216,95790.03518013,391.17103855,48896.37981900,691.04554309,138209.10861807,49168.30412373
Region 4,2025-03-10,280000,1.25521987,0.91315230,3062.19712658,255183.09388143,1450.44338067,181305.42258362,1572.17182464,314434.36492805,50889.97428536
Region 4,2025-03-17,280000,1.17500029,1.07233716,2174.76269215,181230.22434582,808.48827924,101061.03490491,3820.17362184,764034.72436819,46978.84118354
Region 4,2025-03-24,280000,1.21624372,0.97731791,2615.95725230,217996.43769171,1238.87054826,154858.81853210,2421.20145864,484240.29172807,49397.40341747
Region 4,2025-03-31,280000,1.31956637,0.97699744,1203.72296756,100310.24729674,1347.01969373,168377.46171616,4222.05310943,844410.62188674,50815.10819237
Region 4,2025-04-07,280000,1.14673620,0.93977626,222.35743004,18529.78583662,1034.05847733,129257.30966663,967.78511708,193557.02341582,47863.11117655
Region 4,2025-04-14,280000,1.24452491,1.14296326,1203.38210607,100281.84217215,918.13079042,114766.34880256,2578.25700682,515651.40136477,48311.98447218
Region 4,2025-04-21,280000,1.13997567,1.16204563,1369.24879430,114104.06619206,1088.68165642,136085.20705268,3147.61134743,629522.26948621,46234.66878753
Region 4,2025-04-28,280000,1.14186416,0.95338552,721.48897390,60124.08115873,1932.94415625,241618.01953171,2677.88465368,535576.93073592,49904.69145571
Region 4,2025-05-05,280000,1.20342212,0.93874319,1153.54015974,96128.34664514,1713.95470737,214244.33842103,2497.12774445,499425.54888996,50176.27609458
Region 4,2025-05-12,280000,1.14481764,1.04960682,1529.76201546,127480.16795519,781.22221629,97652.77703599,1273.71626629,254743.25325876,47976.14847595
Region 4,2025-05-19,280000,1.12779627,0.94238416,1172.71990365,97726.65863744,1155.29714147,144412.14268356,4351.53738086,870307.47617199,49783.49559550
Region 4,2025-05-26,280000,1.08403958,1.01958374,1167.47275478,97289.39623162,2360.64144998,295080.18124803,837.98292042,167596.58408384,48014.94400083
Region 4,2025-06-02,280000,1.14484946,1.05292552,153.40918819,12784.09901584,1186.74389063,148342.98632823,1209.59498801,241918.99760122,45416.90146277
Region 4,2025-06-09,280000,0.98060467,1.22032666,1553.36589178,129447.15764868,1892.89892445,236612.36555579,2922.85641877,584571.28375416,44057.13471763
Region 4,2025-06-16,280000,1.09030971,1.05612316,1532.46832135,127705.69344568,1980.01168664,247501.46082956,1082.36624096,216473.24819234,47345.01163829
Region 4,2025-06-23,280000,0.97672981,0.99192103,502.79222249,41899.35187401,1959.07852562,244884.81570220,877.10596321,175421.19264128,47584.09715683
Region 4,2025-06-30,280000,1.05748202,0.89083340,564.86879900,47072.39991645,1361.18208541,170147.76067655,6109.79689592,1221959.37918345,50280.88127316
Region 4,2025-07-07,280000,0.97767185,0.98945690,587.58918493,48965.76541059,1053.15084415,131643.85551880,1236.75085337,247350.17067470,46639.11064318
Region 4,2025-07-14,280000,1.04564866,1.01601219,471.75932231,39313.27685951,1165.40501303,145675.62662877,3989.35263729,797870.52745713,46082.37975645
Region 4,2025-07-21,280000,0.97074801,1.11626600,744.29488134,62024.57344542,2914.29235240,364286.54404946,1454.87108757,290974.21751460,45856.17016510
Region 4,2025-07-28,280000,0.96002440,1.05846734,873.06081505,72755.06792081,827.45334070,103431.66758779,2737.07069422,547414.13884390,46566.11576483
Region 4,2025-08-04,280000,0.93272361,1.00218815,939.06424780,78255.35398293,611.27479376,76409.34922014,4171.49472746,834298.94549276,47178.93294301
Region 4,2025-08-11,280000,1.11081489,1.07055444,953.83515918,79486.26326491,219.83717073,27479.64634134,1957.43325112,391486.65022318,46687.47389598
Region 4,2025-08-18,280000,0.77097252,1.08342882,917.61378603,76467.81550243,3317.76736030,414720.92003745,3590.36678956,718073.35791124,45169.79343765
Region 4,2025-08-25,280000,0.77296226,0.93906631,1357.72182926,113143.48577174,2399.34728572,299918.41071526,1589.57630901,317915.26180237,46905.33276936
Region 4,2025-09-01,280000,0.76964445,0.95732947,2423.12169826,201926.80818796,2308.60619819,288575.77477417,3470.44381438,694088.76287666,47876.04091017
Region 4,2025-09-08,280000,0.94794733,0.91997360,742.83255575,61902.71297937,2116.12920938,264516.15117234,2808.19972842,561639.94568328,48070.68953810
Region 4,2025-09-15,280000,0.89447495,1.06458062,1882.44066759,156870.05563259,519.09564509,64886.95563605,413.83218326,82766.43665109,46652.28980832
Region 4,2025-09-22,280000,0.88909044,1.05874008,408.85111212,34070.92601023,2571.04509251,321380.63656352,4880.92019257,976184.03851444,45184.71777228
Region 4,2025-09-29,280000,0.74930698,1.02957265,1532.89376416,127741.14701314,1611.87225050,201484.03131311,2825.70809458,565141.61891585,45523.18009934
Region 4,2025-10-06,280000,0.67098600,0.94117728,661.07489528,55089.57460648,853.81143283,106726.42910323,441.76312135,88352.62426970,44309.06184717
Region 4,2025-10-13,280000,0.87151419,1.07255587,1498.29915169,124858.26264108,2283.03067073,285378.83384150,4944.19828044,988839.65608839,46270.66073566
Region 4,2025-10-20,280000,0.81597319,0.95712534,2137.17994686,178098.32890502,2025.37433121,253171.79140155,2356.11553935,471223.10786917,48406.26172021
Region 4,2025-10-27,280000,0.88180797,1.01987106,419.04101943,34920.08495245,1741.29231182,217661.53897793,3912.27967334,782455.93466706,45223.39980660
Region 4,2025-11-03,280000,0.64160563,0.87006750,1343.00563656,111917.13638036,640.95220949,80119.02618647,1611.61280701,322322.56140277,45745.30797439
Region 4,2025-11-10,280000,0.81149885,0.92607653,1268.12710413,105677.25867782,881.56770587,110195.96323395,1481.66349922,296332.69984303,47195.83406927
Region 4,2025-11-17,280000,0.82692260,0.94287083,700.44309653,58370.25804382,3325.81097242,415726.37155227,3147.72662874,629545.32574724,47112.41298639
Region 4,2025-11-24,280000,0.88660424,0.94716148,1059.70199957,88308.49996402,800.66295364,100082.86920485,639.65752893,127931.50578676,48070.71617287
Region 4,2025-12-01,280000,0.95136518,1.01131367,981.67928648,81806.60720642,1004.60099918,125575.12489694,516.24366291,103248.73258272,45769.86546600
Region 4,2025-12-08,280000,0.85812490,0.98119656,839.47936224,69956.61352023,1003.88086256,125485.10782035,434.55169113,86910.33822534,45219.82050867
Region 4,2025-12-15,280000,0.99171543,1.03135115,2046.56782748,170547.31895659,472.18946983,59023.68372820,2520.98913065,504197.82612934,46746.49386614
Region 4,2025-12-22,280000,0.99257922,1.06319987,1169.95747739,97496.45644948,904.78024897,113097.53112084,862.60551533,172521.10306637,46343.38401113
